transaction_date,online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost,product_first_sold_date,gender,past_3_years_bike_related_purchases,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,address,postcode,state,country,property_valuation,Age
2017-10-18,1.0,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,38859.0,Female,64,Sales Associate,Manufacturing,Mass Customer,N,Yes,19.0,92 Waubesa Center,2760,NSW,Australia,8,55.0
2017-12-25,0.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,38573.0,Female,64,Sales Associate,Manufacturing,Mass Customer,N,Yes,19.0,92 Waubesa Center,2760,NSW,Australia,8,55.0
2017-02-27,0.0,Approved,Solex,Standard,high,medium,1024.66,614.8,34244.0,Female,64,Sales Associate,Manufacturing,Mass Customer,N,Yes,19.0,92 Waubesa Center,2760,NSW,Australia,8,55.0
2017-12-11,1.0,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14,36367.0,Female,64,Sales Associate,Manufacturing,Mass Customer,N,Yes,19.0,92 Waubesa Center,2760,NSW,Australia,8,55.0
2017-11-09,1.0,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95,33429.0,Female,81,Biostatistician II,Manufacturing,Affluent Customer,N,Yes,6.0,25567 Linden Court,4564,QLD,Australia,8,55.0
2017-12-14,1.0,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14,34079.0,Female,81,Biostatistician II,Manufacturing,Affluent Customer,N,Yes,6.0,25567 Linden Court,4564,QLD,Australia,8,55.0
2017-01-03,0.0,Approved,Solex,Standard,medium,medium,1151.96,649.49,38991.0,Female,81,Biostatistician II,Manufacturing,Affluent Customer,N,Yes,6.0,25567 Linden Court,4564,QLD,Australia,8,55.0
2017-03-23,1.0,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,42560.0,Female,81,Biostatistician II,Manufacturing,Affluent Customer,N,Yes,6.0,25567 Linden Court,4564,QLD,Australia,8,55.0
2017-05-22,1.0,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,42105.0,Female,81,Biostatistician II,Manufacturing,Affluent Customer,N,Yes,6.0,25567 Linden Court,4564,QLD,Australia,8,55.0
2017-05-16,0.0,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,35560.0,Female,81,Biostatistician II,Manufacturing,Affluent Customer,N,Yes,6.0,25567 Linden Court,4564,QLD,Australia,8,55.0
2017-07-16,0.0,Approved,WeareA2B,Standard,low,medium,642.31,513.85,42226.0,Male,14,Human Resources Assistant III,Retail,High Net Worth,N,Yes,9.0,133 Quincy Avenue,3810,VIC,Australia,4,56.0
2017-01-14,0.0,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,41533.0,Male,14,Human Resources Assistant III,Retail,High Net Worth,N,Yes,9.0,133 Quincy Avenue,3810,VIC,Australia,4,56.0
2017-07-19,0.0,Approved,OHM Cycles,Road,medium,medium,1280.28,829.51,37823.0,Male,14,Human Resources Assistant III,Retail,High Net Worth,N,Yes,9.0,133 Quincy Avenue,3810,VIC,Australia,4,56.0
2017-12-11,0.0,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,42295.0,Male,14,Human Resources Assistant III,Retail,High Net Worth,N,Yes,9.0,133 Quincy Avenue,3810,VIC,Australia,4,56.0
2017-03-31,1.0,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,38193.0,Male,14,Human Resources Assistant III,Retail,High Net Worth,N,Yes,9.0,133 Quincy Avenue,3810,VIC,Australia,4,56.0
2017-02-26,1.0,Approved,OHM Cycles,Standard,low,medium,71.16,56.93,36146.0,Male,14,Human Resources Assistant III,Retail,High Net Worth,N,Yes,9.0,133 Quincy Avenue,3810,VIC,Australia,4,56.0
2017-11-30,0.0,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,33429.0,Male,14,Human Resources Assistant III,Retail,High Net Worth,N,Yes,9.0,133 Quincy Avenue,3810,VIC,Australia,4,56.0
2017-03-10,1.0,Approved,Solex,Standard,high,large,1842.92,1105.75,41922.0,Male,14,Human Resources Assistant III,Retail,High Net Worth,N,Yes,9.0,133 Quincy Avenue,3810,VIC,Australia,4,56.0
2017-12-21,1.0,Approved,Norco Bicycles,Road,medium,medium,1036.59,206.35,33364.0,Male,57,Paralegal,Financial Services,Mass Customer,N,No,7.0,79055 Moose Terrace,2176,NSW,Australia,9,26.0
2017-06-19,1.0,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,41047.0,Male,57,Paralegal,Financial Services,Mass Customer,N,No,7.0,79055 Moose Terrace,2176,NSW,Australia,9,26.0
2017-11-25,0.0,Approved,OHM Cycles,Standard,low,medium,71.16,56.93,42172.0,Male,57,Paralegal,Financial Services,Mass Customer,N,No,7.0,79055 Moose Terrace,2176,NSW,Australia,9,26.0
2017-07-31,0.0,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95,38859.0,Male,57,Paralegal,Financial Services,Mass Customer,N,No,7.0,79055 Moose Terrace,2176,NSW,Australia,9,26.0
2017-01-29,1.0,Approved,Solex,Standard,medium,medium,71.49,53.62,41245.0,Male,57,Paralegal,Financial Services,Mass Customer,N,No,7.0,79055 Moose Terrace,2176,NSW,Australia,9,26.0
2017-04-07,1.0,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,33879.0,Female,90,Help Desk Operator,Argiculture,Mass Customer,N,Yes,9.0,62 Tennyson Way,2099,NSW,Australia,11,50.0
2017-02-14,1.0,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,40303.0,Female,90,Help Desk Operator,Argiculture,Mass Customer,N,Yes,9.0,62 Tennyson Way,2099,NSW,Australia,11,50.0
2017-04-05,0.0,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,42218.0,Female,90,Help Desk Operator,Argiculture,Mass Customer,N,Yes,9.0,62 Tennyson Way,2099,NSW,Australia,11,50.0
2017-01-26,0.0,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,36145.0,Female,90,Help Desk Operator,Argiculture,Mass Customer,N,Yes,9.0,62 Tennyson Way,2099,NSW,Australia,11,50.0
2017-09-13,0.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,41167.0,Female,90,Help Desk Operator,Argiculture,Mass Customer,N,Yes,9.0,62 Tennyson Way,2099,NSW,Australia,11,50.0
2017-09-21,0.0,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,38482.0,Female,58,Senior Quality Engineer,Retail,Mass Customer,N,Yes,16.0,68150 Boyd Road,2745,New South Wales,Australia,9,55.0
2017-10-23,0.0,Approved,Solex,Standard,medium,medium,1577.53,826.51,39427.0,Female,58,Senior Quality Engineer,Retail,Mass Customer,N,Yes,16.0,68150 Boyd Road,2745,New South Wales,Australia,9,55.0
2017-03-20,1.0,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,42696.0,Female,58,Senior Quality Engineer,Retail,Mass Customer,N,Yes,16.0,68150 Boyd Road,2745,New South Wales,Australia,9,55.0
2017-06-04,1.0,Approved,Solex,Standard,medium,medium,1151.96,649.49,36498.0,Female,84,Staff Scientist,Financial Services,High Net Worth,N,No,3.0,54 Nevada Plaza,2096,NSW,Australia,12,26.0
2017-11-25,1.0,Approved,Solex,Standard,high,medium,748.17,448.9,33552.0,Female,84,Staff Scientist,Financial Services,High Net Worth,N,No,3.0,54 Nevada Plaza,2096,NSW,Australia,12,26.0
2017-06-28,1.0,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,38206.0,Female,84,Staff Scientist,Financial Services,High Net Worth,N,No,3.0,54 Nevada Plaza,2096,NSW,Australia,12,26.0
2017-11-24,0.0,Approved,Solex,Standard,low,medium,945.04,507.58,35052.0,Female,84,Staff Scientist,Financial Services,High Net Worth,N,No,3.0,54 Nevada Plaza,2096,NSW,Australia,12,26.0
2017-04-16,1.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,41245.0,Male,56,Nurse Practicioner,Manufacturing,Affluent Customer,N,Yes,8.0,755 Ramsey Terrace,4152,QLD,Australia,6,43.0
2017-04-07,1.0,Approved,Solex,Standard,medium,medium,71.49,53.62,40649.0,Male,56,Nurse Practicioner,Manufacturing,Affluent Customer,N,Yes,8.0,755 Ramsey Terrace,4152,QLD,Australia,6,43.0
2017-11-16,0.0,Approved,Norco Bicycles,Standard,medium,medium,1198.46,381.1,37626.0,Male,56,Nurse Practicioner,Manufacturing,Affluent Customer,N,Yes,8.0,755 Ramsey Terrace,4152,QLD,Australia,6,43.0
2017-05-27,1.0,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,34165.0,Male,56,Nurse Practicioner,Manufacturing,Affluent Customer,N,Yes,8.0,755 Ramsey Terrace,4152,QLD,Australia,6,43.0
2017-09-03,0.0,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,34996.0,Male,56,Nurse Practicioner,Manufacturing,Affluent Customer,N,Yes,8.0,755 Ramsey Terrace,4152,QLD,Australia,6,43.0
2017-01-09,1.0,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96,39880.0,Male,56,Nurse Practicioner,Manufacturing,Affluent Customer,N,Yes,8.0,755 Ramsey Terrace,4152,QLD,Australia,6,43.0
2017-08-21,1.0,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96,35378.0,Male,56,Nurse Practicioner,Manufacturing,Affluent Customer,N,Yes,8.0,755 Ramsey Terrace,4152,QLD,Australia,6,43.0
2017-06-08,1.0,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,41345.0,Male,56,Nurse Practicioner,Manufacturing,Affluent Customer,N,Yes,8.0,755 Ramsey Terrace,4152,QLD,Australia,6,43.0
2017-01-03,1.0,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,34165.0,Female,46,Software Consultant,Manufacturing,Affluent Customer,N,Yes,10.0,31414 Superior Park,2539,NSW,Australia,7,54.0
2017-03-13,0.0,Approved,Solex,Standard,medium,medium,1483.2,99.59,36146.0,Female,46,Software Consultant,Manufacturing,Affluent Customer,N,Yes,10.0,31414 Superior Park,2539,NSW,Australia,7,54.0
2017-07-21,1.0,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,38002.0,Female,46,Software Consultant,Manufacturing,Affluent Customer,N,Yes,10.0,31414 Superior Park,2539,NSW,Australia,7,54.0
2017-05-02,0.0,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95,33429.0,Female,27,Systems Administrator II,Manufacturing,Affluent Customer,N,Yes,12.0,402 Clyde Gallagher Terrace,3153,VIC,Australia,6,40.0
2017-11-30,0.0,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,35560.0,Female,27,Systems Administrator II,Manufacturing,Affluent Customer,N,Yes,12.0,402 Clyde Gallagher Terrace,3153,VIC,Australia,6,40.0
2017-04-08,0.0,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,38482.0,Female,27,Systems Administrator II,Manufacturing,Affluent Customer,N,Yes,12.0,402 Clyde Gallagher Terrace,3153,VIC,Australia,6,40.0
2017-07-17,1.0,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,41533.0,Female,27,Systems Administrator II,Manufacturing,Affluent Customer,N,Yes,12.0,402 Clyde Gallagher Terrace,3153,VIC,Australia,6,40.0
2017-04-24,1.0,Approved,Solex,Standard,medium,medium,71.49,53.62,41245.0,Female,27,Systems Administrator II,Manufacturing,Affluent Customer,N,Yes,12.0,402 Clyde Gallagher Terrace,3153,VIC,Australia,6,40.0
2017-09-18,1.0,Approved,Norco Bicycles,Road,high,large,774.53,464.72,34527.0,Male,57,Programmer Analyst II,Manufacturing,Affluent Customer,N,Yes,6.0,0650 Sachs Circle,2769,NSW,Australia,10,54.0
2017-07-30,0.0,Approved,Solex,Standard,medium,medium,1102.68,556.0910499165528,38198.74136448693,Male,57,Programmer Analyst II,Manufacturing,Affluent Customer,N,Yes,6.0,0650 Sachs Circle,2769,NSW,Australia,10,54.0
2017-12-09,0.0,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,33888.0,Male,57,Programmer Analyst II,Manufacturing,Affluent Customer,N,Yes,6.0,0650 Sachs Circle,2769,NSW,Australia,10,54.0
2017-01-16,0.0,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,39526.0,Male,57,Programmer Analyst II,Manufacturing,Affluent Customer,N,Yes,6.0,0650 Sachs Circle,2769,NSW,Australia,10,54.0
2017-04-14,1.0,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18,41533.0,Male,57,Programmer Analyst II,Manufacturing,Affluent Customer,N,Yes,6.0,0650 Sachs Circle,2769,NSW,Australia,10,54.0
2017-03-20,1.0,Approved,OHM Cycles,Road,high,large,12.01,7.21,36334.0,Male,57,Programmer Analyst II,Manufacturing,Affluent Customer,N,Yes,6.0,0650 Sachs Circle,2769,NSW,Australia,10,54.0
2017-03-20,1.0,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,39298.0,Male,57,Programmer Analyst II,Manufacturing,Affluent Customer,N,Yes,6.0,0650 Sachs Circle,2769,NSW,Australia,10,54.0
2017-04-10,1.0,Approved,Solex,Road,medium,large,1777.8,820.78,40670.0,Male,5,Clinical Specialist,Health,Mass Customer,N,Yes,10.0,2388 Thackeray Place,3130,VIC,Australia,10,32.0
2017-02-17,1.0,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,37659.0,Male,5,Clinical Specialist,Health,Mass Customer,N,Yes,10.0,2388 Thackeray Place,3130,VIC,Australia,10,32.0
2017-11-02,1.0,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42,41064.0,Male,5,Clinical Specialist,Health,Mass Customer,N,Yes,10.0,2388 Thackeray Place,3130,VIC,Australia,10,32.0
2017-04-23,0.0,Approved,Norco Bicycles,Standard,medium,medium,1198.46,381.1,37539.0,Male,5,Clinical Specialist,Health,Mass Customer,N,Yes,10.0,2388 Thackeray Place,3130,VIC,Australia,10,32.0
2017-08-29,0.0,Approved,Giant Bicycles,Standard,medium,large,569.56,528.43,37874.0,Male,19,Registered Nurse,Health,High Net Worth,N,No,18.0,58 Spenser Circle,3030,VIC,Australia,3,47.0
2017-08-18,1.0,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,33879.0,Male,19,Registered Nurse,Health,High Net Worth,N,No,18.0,58 Spenser Circle,3030,VIC,Australia,3,47.0
2017-01-05,1.0,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09,34556.0,Male,28,VP Accounting,Financial Services,Mass Customer,N,Yes,6.0,44 Northridge Plaza,2166,NSW,Australia,8,38.0
2017-10-19,1.0,Approved,Solex,Standard,high,medium,748.17,448.9,36361.0,Male,28,VP Accounting,Financial Services,Mass Customer,N,Yes,6.0,44 Northridge Plaza,2166,NSW,Australia,8,38.0
2017-07-19,0.0,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,33259.0,Male,28,VP Accounting,Financial Services,Mass Customer,N,Yes,6.0,44 Northridge Plaza,2166,NSW,Australia,8,38.0
2017-12-01,0.0,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,41434.0,Male,28,VP Accounting,Financial Services,Mass Customer,N,Yes,6.0,44 Northridge Plaza,2166,NSW,Australia,8,38.0
2017-03-12,1.0,Approved,Solex,Standard,high,medium,1024.66,614.8,35378.0,Male,28,VP Accounting,Financial Services,Mass Customer,N,Yes,6.0,44 Northridge Plaza,2166,NSW,Australia,8,38.0
2017-05-16,0.0,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,37698.0,Male,28,VP Accounting,Financial Services,Mass Customer,N,Yes,6.0,44 Northridge Plaza,2166,NSW,Australia,8,38.0
2017-10-28,0.0,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,36334.0,Male,28,VP Accounting,Financial Services,Mass Customer,N,Yes,6.0,44 Northridge Plaza,2166,NSW,Australia,8,38.0
2017-02-04,0.0,Approved,Solex,Standard,medium,large,1061.56,733.58,34170.0,Male,28,VP Accounting,Financial Services,Mass Customer,N,Yes,6.0,44 Northridge Plaza,2166,NSW,Australia,8,38.0
2017-01-05,0.0,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,41345.0,Male,28,VP Accounting,Financial Services,Mass Customer,N,Yes,6.0,44 Northridge Plaza,2166,NSW,Australia,8,38.0
2017-07-06,0.0,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,41009.0,Male,28,VP Accounting,Financial Services,Mass Customer,N,Yes,6.0,44 Northridge Plaza,2166,NSW,Australia,8,38.0
2017-11-30,0.0,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,37698.0,Male,28,VP Accounting,Financial Services,Mass Customer,N,Yes,6.0,44 Northridge Plaza,2166,NSW,Australia,8,38.0
2017-03-18,0.0,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,38859.0,Female,89,Account Coordinator,Property,High Net Worth,N,Yes,13.0,886 Rusk Pass,2321,NSW,Australia,4,37.0
2017-12-06,1.0,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,38206.0,Female,89,Account Coordinator,Property,High Net Worth,N,Yes,13.0,886 Rusk Pass,2321,NSW,Australia,4,37.0
2017-05-28,1.0,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,40670.0,Female,89,Account Coordinator,Property,High Net Worth,N,Yes,13.0,886 Rusk Pass,2321,NSW,Australia,4,37.0
2017-10-03,0.0,Approved,Trek Bicycles,Road,low,medium,980.37,234.43,41701.0,Female,89,Account Coordinator,Property,High Net Worth,N,Yes,13.0,886 Rusk Pass,2321,NSW,Australia,4,37.0
2017-03-23,0.0,Approved,Norco Bicycles,Standard,medium,medium,1198.46,381.1,36145.0,Male,33,Software Test Engineer I,Health,High Net Worth,N,No,14.0,37 Division Way,2153,NSW,Australia,9,50.0
2017-01-20,0.0,Approved,Solex,Standard,medium,medium,441.49,84.99,34071.0,Male,33,Software Test Engineer I,Health,High Net Worth,N,No,14.0,37 Division Way,2153,NSW,Australia,9,50.0
2017-01-21,1.0,Approved,Solex,Standard,medium,medium,1577.53,826.51,40618.0,Male,33,Software Test Engineer I,Health,High Net Worth,N,No,14.0,37 Division Way,2153,NSW,Australia,9,50.0
2017-11-05,1.0,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,39031.0,Male,33,Software Test Engineer I,Health,High Net Worth,N,No,14.0,37 Division Way,2153,NSW,Australia,9,50.0
2017-07-31,1.0,Approved,Solex,Road,medium,medium,416.98,312.74,35560.0,Male,33,Software Test Engineer I,Health,High Net Worth,N,No,14.0,37 Division Way,2153,NSW,Australia,9,50.0
2017-02-11,0.0,Approved,Giant Bicycles,Standard,medium,large,569.56,528.43,37874.0,Male,88,Desktop Support Technician,Financial Services,Mass Customer,N,No,14.0,8425 Jackson Terrace,2763,NSW,Australia,9,33.0
2017-03-07,1.0,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,36334.0,Male,88,Desktop Support Technician,Financial Services,Mass Customer,N,No,14.0,8425 Jackson Terrace,2763,NSW,Australia,9,33.0
2017-10-20,0.0,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,39031.0,Male,88,Desktop Support Technician,Financial Services,Mass Customer,N,No,14.0,8425 Jackson Terrace,2763,NSW,Australia,9,33.0
2017-03-11,0.0,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,38216.0,Male,88,Desktop Support Technician,Financial Services,Mass Customer,N,No,14.0,8425 Jackson Terrace,2763,NSW,Australia,9,33.0
2017-09-26,0.0,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,37659.0,Male,88,Desktop Support Technician,Financial Services,Mass Customer,N,No,14.0,8425 Jackson Terrace,2763,NSW,Australia,9,33.0
2017-11-18,1.0,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,42295.0,Male,88,Desktop Support Technician,Financial Services,Mass Customer,N,No,14.0,8425 Jackson Terrace,2763,NSW,Australia,9,33.0
2017-11-03,1.0,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,38482.0,Male,88,Desktop Support Technician,Financial Services,Mass Customer,N,No,14.0,8425 Jackson Terrace,2763,NSW,Australia,9,33.0
2017-03-30,0.0,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96,39298.0,Female,98,Social Worker,Health,Mass Customer,N,No,7.0,8739 Service Park,2250,NSW,Australia,8,49.0
2017-10-14,0.0,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,38206.0,Female,98,Social Worker,Health,Mass Customer,N,No,7.0,8739 Service Park,2250,NSW,Australia,8,49.0
2017-09-01,1.0,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,34115.0,Female,98,Social Worker,Health,Mass Customer,N,No,7.0,8739 Service Park,2250,NSW,Australia,8,49.0
2017-02-10,1.0,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,42218.0,Female,98,Social Worker,Health,Mass Customer,N,No,7.0,8739 Service Park,2250,NSW,Australia,8,49.0
2017-11-24,1.0,Approved,Solex,Standard,medium,medium,441.49,84.99,34071.0,Female,98,Social Worker,Health,Mass Customer,N,No,7.0,8739 Service Park,2250,NSW,Australia,8,49.0
2017-07-22,1.0,Approved,Solex,Standard,medium,medium,1578.52,556.0910499165528,38198.74136448693,Female,98,Social Worker,Health,Mass Customer,N,No,7.0,8739 Service Park,2250,NSW,Australia,8,49.0
2017-02-04,1.0,Approved,Solex,Standard,medium,medium,1483.2,99.59,36146.0,Female,98,Social Worker,Health,Mass Customer,N,No,7.0,8739 Service Park,2250,NSW,Australia,8,49.0
2017-07-28,1.0,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29,37838.0,Female,98,Social Worker,Health,Mass Customer,N,No,7.0,8739 Service Park,2250,NSW,Australia,8,49.0
2017-01-10,1.0,Approved,OHM Cycles,Standard,low,medium,71.16,56.93,33879.0,Female,65,Chief Design Engineer,Manufacturing,Affluent Customer,N,Yes,5.0,84041 Holy Cross Circle,2142,NSW,Australia,8,59.0
2017-12-27,1.0,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96,39298.0,Female,65,Chief Design Engineer,Manufacturing,Affluent Customer,N,Yes,5.0,84041 Holy Cross Circle,2142,NSW,Australia,8,59.0
2017-07-19,0.0,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42,37823.0,Female,65,Chief Design Engineer,Manufacturing,Affluent Customer,N,Yes,5.0,84041 Holy Cross Circle,2142,NSW,Australia,8,59.0
2017-01-29,0.0,Approved,Solex,Standard,medium,medium,1151.96,649.49,38991.0,Female,65,Chief Design Engineer,Manufacturing,Affluent Customer,N,Yes,5.0,84041 Holy Cross Circle,2142,NSW,Australia,8,59.0
2017-03-16,1.0,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,42226.0,Female,65,Chief Design Engineer,Manufacturing,Affluent Customer,N,Yes,5.0,84041 Holy Cross Circle,2142,NSW,Australia,8,59.0
2017-01-06,1.0,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14,42218.0,Female,65,Chief Design Engineer,Manufacturing,Affluent Customer,N,Yes,5.0,84041 Holy Cross Circle,2142,NSW,Australia,8,59.0
2017-01-29,0.0,Approved,Solex,Standard,medium,medium,1483.2,99.59,41047.0,Female,65,Chief Design Engineer,Manufacturing,Affluent Customer,N,Yes,5.0,84041 Holy Cross Circle,2142,NSW,Australia,8,59.0
2017-07-06,1.0,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,33549.0,Female,65,Chief Design Engineer,Manufacturing,Affluent Customer,N,Yes,5.0,84041 Holy Cross Circle,2142,NSW,Australia,8,59.0
2017-02-22,1.0,Approved,WeareA2B,Road,low,small,1172.78,1043.77,34556.0,Female,65,Chief Design Engineer,Manufacturing,Affluent Customer,N,Yes,5.0,84041 Holy Cross Circle,2142,NSW,Australia,8,59.0
2017-11-28,0.0,Approved,OHM Cycles,Standard,low,medium,71.16,56.93,40410.0,Male,73,VP Marketing,Manufacturing,Mass Customer,N,Yes,16.0,440 Ronald Regan Pass,2261,NSW,Australia,7,32.0
2017-02-14,1.0,Approved,Giant Bicycles,Road,low,small,590.26,525.33,40410.0,Male,73,VP Marketing,Manufacturing,Mass Customer,N,Yes,16.0,440 Ronald Regan Pass,2261,NSW,Australia,7,32.0
2017-03-07,1.0,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,35160.0,Male,73,VP Marketing,Manufacturing,Mass Customer,N,Yes,16.0,440 Ronald Regan Pass,2261,NSW,Australia,7,32.0
2017-05-29,0.0,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95,38859.0,Male,73,VP Marketing,Manufacturing,Mass Customer,N,Yes,16.0,440 Ronald Regan Pass,2261,NSW,Australia,7,32.0
2017-06-05,0.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,38573.0,Male,73,VP Marketing,Manufacturing,Mass Customer,N,Yes,16.0,440 Ronald Regan Pass,2261,NSW,Australia,7,32.0
2017-07-04,1.0,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,37698.0,Male,73,VP Marketing,Manufacturing,Mass Customer,N,Yes,16.0,440 Ronald Regan Pass,2261,NSW,Australia,7,32.0
2017-07-02,1.0,Approved,OHM Cycles,Road,medium,medium,742.54,667.4,41701.0,Male,41,Design Engineer,Manufacturing,Mass Customer,N,Yes,15.0,1450 Gulseth Park,3337,VIC,Australia,5,50.0
2017-03-19,1.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,41701.0,Male,41,Design Engineer,Manufacturing,Mass Customer,N,Yes,15.0,1450 Gulseth Park,3337,VIC,Australia,5,50.0
2017-05-06,1.0,Approved,WeareA2B,Standard,low,medium,642.31,513.85,37873.0,Male,41,Design Engineer,Manufacturing,Mass Customer,N,Yes,15.0,1450 Gulseth Park,3337,VIC,Australia,5,50.0
2017-11-29,1.0,Approved,Solex,Road,medium,large,1777.8,820.78,33455.0,Female,32,Junior Executive,Argiculture,Mass Customer,N,Yes,16.0,8 Mendota Plaza,2567,NSW,Australia,9,43.0
2017-10-08,1.0,Approved,Solex,Standard,medium,medium,1483.2,99.59,34996.0,Female,32,Junior Executive,Argiculture,Mass Customer,N,Yes,16.0,8 Mendota Plaza,2567,NSW,Australia,9,43.0
2017-01-13,1.0,Approved,Solex,Standard,medium,large,1071.23,380.74,42404.0,Female,32,Junior Executive,Argiculture,Mass Customer,N,Yes,16.0,8 Mendota Plaza,2567,NSW,Australia,9,43.0
2017-03-10,1.0,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,40670.0,Female,32,Junior Executive,Argiculture,Mass Customer,N,Yes,16.0,8 Mendota Plaza,2567,NSW,Australia,9,43.0
2017-07-09,1.0,Approved,Solex,Standard,medium,medium,478.16,298.72,38647.0,Female,32,Junior Executive,Argiculture,Mass Customer,N,Yes,16.0,8 Mendota Plaza,2567,NSW,Australia,9,43.0
2017-07-03,0.0,Approved,Solex,Standard,medium,medium,1945.43,333.18,33429.0,Female,32,Junior Executive,Argiculture,Mass Customer,N,Yes,16.0,8 Mendota Plaza,2567,NSW,Australia,9,43.0
2017-07-26,1.0,Approved,Solex,Standard,medium,medium,478.16,298.72,33879.0,Female,32,Junior Executive,Argiculture,Mass Customer,N,Yes,16.0,8 Mendota Plaza,2567,NSW,Australia,9,43.0
2017-04-20,0.0,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,41047.0,Female,99,Financial Analyst,Financial Services,Mass Customer,N,No,3.0,29 Mallory Circle,3791,VIC,Australia,9,21.0
2017-06-15,0.0,Approved,Solex,Standard,medium,medium,1163.89,589.27,42560.0,Female,99,Financial Analyst,Financial Services,Mass Customer,N,No,3.0,29 Mallory Circle,3791,VIC,Australia,9,21.0
